sequence_id,view_id,amass_npz,subject_range,subject_lateral,radar_height,native_frames,mocap_rate_hz,duration_s,estimated_windows
view0__BMLmovi__Subject_26_F_MoSh__Subject_26_F_1,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_26_F_MoSh/Subject_26_F_1_stageii.npz,4.0,0.0,1.0,1189,120.0,9.9,18
view0__BMLmovi__Subject_26_F_MoSh__Subject_26_F_20,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_26_F_MoSh/Subject_26_F_20_stageii.npz,4.0,0.0,1.0,773,120.0,6.433333333333334,11
view0__BMLmovi__Subject_26_F_MoSh__Subject_26_F_21,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_26_F_MoSh/Subject_26_F_21_stageii.npz,4.0,0.0,1.0,349,120.0,2.9,4
view0__BMLmovi__Subject_26_F_MoSh__Subject_26_F_2,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_26_F_MoSh/Subject_26_F_2_stageii.npz,4.0,0.0,1.0,1281,120.0,10.666666666666666,20
view0__BMLmovi__Subject_26_F_MoSh__Subject_26_F_3,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_26_F_MoSh/Subject_26_F_3_stageii.npz,4.0,0.0,1.0,473,120.0,3.933333333333333,6
view0__BMLmovi__Subject_26_F_MoSh__Subject_26_F_4,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_26_F_MoSh/Subject_26_F_4_stageii.npz,4.0,0.0,1.0,373,120.0,3.1,5
view0__BMLmovi__Subject_26_F_MoSh__Subject_26_F_5,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_26_F_MoSh/Subject_26_F_5_stageii.npz,4.0,0.0,1.0,297,120.0,2.466666666666667,3
view0__BMLmovi__Subject_26_F_MoSh__Subject_26_F_6,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_26_F_MoSh/Subject_26_F_6_stageii.npz,4.0,0.0,1.0,489,120.0,4.066666666666666,7
view0__BMLmovi__Subject_26_F_MoSh__Subject_26_F_7,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_26_F_MoSh/Subject_26_F_7_stageii.npz,4.0,0.0,1.0,537,120.0,4.466666666666667,7
view0__BMLmovi__Subject_26_F_MoSh__Subject_26_F_8,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_26_F_MoSh/Subject_26_F_8_stageii.npz,4.0,0.0,1.0,409,120.0,3.4,5
view0__BMLmovi__Subject_26_F_MoSh__Subject_26_F_9,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_26_F_MoSh/Subject_26_F_9_stageii.npz,4.0,0.0,1.0,605,120.0,5.033333333333333,9
view0__BMLmovi__Subject_27_F_MoSh__Subject_27_F_10,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_27_F_MoSh/Subject_27_F_10_stageii.npz,4.0,0.0,1.0,393,120.0,3.2666666666666666,5
view0__BMLmovi__Subject_27_F_MoSh__Subject_27_F_11,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_27_F_MoSh/Subject_27_F_11_stageii.npz,4.0,0.0,1.0,937,120.0,7.8,14
view0__BMLmovi__Subject_27_F_MoSh__Subject_27_F_12,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_27_F_MoSh/Subject_27_F_12_stageii.npz,4.0,0.0,1.0,605,120.0,5.033333333333333,9
view0__BMLmovi__Subject_27_F_MoSh__Subject_27_F_13,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_27_F_MoSh/Subject_27_F_13_stageii.npz,4.0,0.0,1.0,481,120.0,4.0,7
view0__BMLmovi__Subject_27_F_MoSh__Subject_27_F_14,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_27_F_MoSh/Subject_27_F_14_stageii.npz,4.0,0.0,1.0,601,120.0,5.0,9
view0__BMLmovi__Subject_27_F_MoSh__Subject_27_F_15,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_27_F_MoSh/Subject_27_F_15_stageii.npz,4.0,0.0,1.0,537,120.0,4.466666666666667,7
view0__BMLmovi__Subject_27_F_MoSh__Subject_27_F_16,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_27_F_MoSh/Subject_27_F_16_stageii.npz,4.0,0.0,1.0,421,120.0,3.5,6
view0__BMLmovi__Subject_27_F_MoSh__Subject_27_F_17,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_27_F_MoSh/Subject_27_F_17_stageii.npz,4.0,0.0,1.0,1185,120.0,9.866666666666667,18
view0__BMLmovi__Subject_27_F_MoSh__Subject_27_F_18,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_27_F_MoSh/Subject_27_F_18_stageii.npz,4.0,0.0,1.0,465,120.0,3.8666666666666667,6
view0__BMLmovi__Subject_27_F_MoSh__Subject_27_F_19,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_27_F_MoSh/Subject_27_F_19_stageii.npz,4.0,0.0,1.0,501,120.0,4.166666666666667,7
view0__BMLmovi__Subject_27_F_MoSh__Subject_27_F_1,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_27_F_MoSh/Subject_27_F_1_stageii.npz,4.0,0.0,1.0,461,120.0,3.8333333333333335,6
view0__BMLmovi__Subject_27_F_MoSh__Subject_27_F_20,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_27_F_MoSh/Subject_27_F_20_stageii.npz,4.0,0.0,1.0,313,120.0,2.6,4
view0__BMLmovi__Subject_27_F_MoSh__Subject_27_F_21,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_27_F_MoSh/Subject_27_F_21_stageii.npz,4.0,0.0,1.0,309,120.0,2.566666666666667,4
view0__BMLmovi__Subject_27_F_MoSh__Subject_27_F_2,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_27_F_MoSh/Subject_27_F_2_stageii.npz,4.0,0.0,1.0,397,120.0,3.3,5
view0__BMLmovi__Subject_27_F_MoSh__Subject_27_F_3,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_27_F_MoSh/Subject_27_F_3_stageii.npz,4.0,0.0,1.0,921,120.0,7.666666666666667,14
view0__BMLmovi__Subject_27_F_MoSh__Subject_27_F_4,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_27_F_MoSh/Subject_27_F_4_stageii.npz,4.0,0.0,1.0,269,120.0,2.2333333333333334,3
view0__BMLmovi__Subject_27_F_MoSh__Subject_27_F_5,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_27_F_MoSh/Subject_27_F_5_stageii.npz,4.0,0.0,1.0,1269,120.0,10.566666666666666,20
view0__BMLmovi__Subject_27_F_MoSh__Subject_27_F_6,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_27_F_MoSh/Subject_27_F_6_stageii.npz,4.0,0.0,1.0,933,120.0,7.766666666666667,14
view0__BMLmovi__Subject_27_F_MoSh__Subject_27_F_7,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_27_F_MoSh/Subject_27_F_7_stageii.npz,4.0,0.0,1.0,885,120.0,7.366666666666666,13
view0__BMLmovi__Subject_27_F_MoSh__Subject_27_F_8,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_27_F_MoSh/Subject_27_F_8_stageii.npz,4.0,0.0,1.0,341,120.0,2.8333333333333335,4
view0__BMLmovi__Subject_27_F_MoSh__Subject_27_F_9,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_27_F_MoSh/Subject_27_F_9_stageii.npz,4.0,0.0,1.0,565,120.0,4.7,8
view0__BMLmovi__Subject_28_F_MoSh__Subject_28_F_10,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_28_F_MoSh/Subject_28_F_10_stageii.npz,4.0,0.0,1.0,401,120.0,3.3333333333333335,5
view0__BMLmovi__Subject_28_F_MoSh__Subject_28_F_11,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_28_F_MoSh/Subject_28_F_11_stageii.npz,4.0,0.0,1.0,1017,120.0,8.466666666666667,15
view0__BMLmovi__Subject_28_F_MoSh__Subject_28_F_12,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_28_F_MoSh/Subject_28_F_12_stageii.npz,4.0,0.0,1.0,405,120.0,3.3666666666666667,5
view0__BMLmovi__Subject_28_F_MoSh__Subject_28_F_13,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_28_F_MoSh/Subject_28_F_13_stageii.npz,4.0,0.0,1.0,1301,120.0,10.833333333333334,20
view0__BMLmovi__Subject_28_F_MoSh__Subject_28_F_14,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_28_F_MoSh/Subject_28_F_14_stageii.npz,4.0,0.0,1.0,1205,120.0,10.033333333333333,19
view0__BMLmovi__Subject_28_F_MoSh__Subject_28_F_15,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_28_F_MoSh/Subject_28_F_15_stageii.npz,4.0,0.0,1.0,197,120.0,1.6333333333333333,2
view0__BMLmovi__Subject_28_F_MoSh__Subject_28_F_16,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_28_F_MoSh/Subject_28_F_16_stageii.npz,4.0,0.0,1.0,293,120.0,2.433333333333333,3
view0__BMLmovi__Subject_28_F_MoSh__Subject_28_F_17,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_28_F_MoSh/Subject_28_F_17_stageii.npz,4.0,0.0,1.0,973,120.0,8.1,15
view0__BMLmovi__Subject_28_F_MoSh__Subject_28_F_18,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_28_F_MoSh/Subject_28_F_18_stageii.npz,4.0,0.0,1.0,457,120.0,3.8,6
view0__BMLmovi__Subject_28_F_MoSh__Subject_28_F_19,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_28_F_MoSh/Subject_28_F_19_stageii.npz,4.0,0.0,1.0,345,120.0,2.8666666666666667,4
view0__BMLmovi__Subject_28_F_MoSh__Subject_28_F_1,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_28_F_MoSh/Subject_28_F_1_stageii.npz,4.0,0.0,1.0,293,120.0,2.433333333333333,3
view0__BMLmovi__Subject_28_F_MoSh__Subject_28_F_20,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_28_F_MoSh/Subject_28_F_20_stageii.npz,4.0,0.0,1.0,873,120.0,7.266666666666667,13
view0__BMLmovi__Subject_28_F_MoSh__Subject_28_F_21,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_28_F_MoSh/Subject_28_F_21_stageii.npz,4.0,0.0,1.0,1141,120.0,9.5,18
view0__BMLmovi__Subject_28_F_MoSh__Subject_28_F_2,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_28_F_MoSh/Subject_28_F_2_stageii.npz,4.0,0.0,1.0,285,120.0,2.3666666666666667,3
view0__BMLmovi__Subject_28_F_MoSh__Subject_28_F_3,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_28_F_MoSh/Subject_28_F_3_stageii.npz,4.0,0.0,1.0,317,120.0,2.6333333333333333,4
view0__BMLmovi__Subject_28_F_MoSh__Subject_28_F_4,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_28_F_MoSh/Subject_28_F_4_stageii.npz,4.0,0.0,1.0,405,120.0,3.3666666666666667,5
view0__BMLmovi__Subject_28_F_MoSh__Subject_28_F_5,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_28_F_MoSh/Subject_28_F_5_stageii.npz,4.0,0.0,1.0,353,120.0,2.933333333333333,4
view0__BMLmovi__Subject_28_F_MoSh__Subject_28_F_6,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_28_F_MoSh/Subject_28_F_6_stageii.npz,4.0,0.0,1.0,289,120.0,2.4,3
view0__BMLmovi__Subject_28_F_MoSh__Subject_28_F_7,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_28_F_MoSh/Subject_28_F_7_stageii.npz,4.0,0.0,1.0,265,120.0,2.2,3
view0__BMLmovi__Subject_28_F_MoSh__Subject_28_F_8,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_28_F_MoSh/Subject_28_F_8_stageii.npz,4.0,0.0,1.0,549,120.0,4.566666666666666,8
view0__BMLmovi__Subject_28_F_MoSh__Subject_28_F_9,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_28_F_MoSh/Subject_28_F_9_stageii.npz,4.0,0.0,1.0,337,120.0,2.8,4
view0__BMLmovi__Subject_29_F_MoSh__Subject_29_F_10,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_29_F_MoSh/Subject_29_F_10_stageii.npz,4.0,0.0,1.0,281,120.0,2.3333333333333335,3
view0__BMLmovi__Subject_29_F_MoSh__Subject_29_F_11,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_29_F_MoSh/Subject_29_F_11_stageii.npz,4.0,0.0,1.0,433,120.0,3.6,6
view0__BMLmovi__Subject_29_F_MoSh__Subject_29_F_12,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_29_F_MoSh/Subject_29_F_12_stageii.npz,4.0,0.0,1.0,857,120.0,7.133333333333334,13
view0__BMLmovi__Subject_29_F_MoSh__Subject_29_F_13,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_29_F_MoSh/Subject_29_F_13_stageii.npz,4.0,0.0,1.0,489,120.0,4.066666666666666,7
view0__BMLmovi__Subject_29_F_MoSh__Subject_29_F_14,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_29_F_MoSh/Subject_29_F_14_stageii.npz,4.0,0.0,1.0,417,120.0,3.466666666666667,5
view0__BMLmovi__Subject_29_F_MoSh__Subject_29_F_15,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_29_F_MoSh/Subject_29_F_15_stageii.npz,4.0,0.0,1.0,689,120.0,5.733333333333333,10
view0__BMLmovi__Subject_29_F_MoSh__Subject_29_F_16,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_29_F_MoSh/Subject_29_F_16_stageii.npz,4.0,0.0,1.0,233,120.0,1.9333333333333333,2
view0__BMLmovi__Subject_29_F_MoSh__Subject_29_F_17,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_29_F_MoSh/Subject_29_F_17_stageii.npz,4.0,0.0,1.0,373,120.0,3.1,5
view0__BMLmovi__Subject_29_F_MoSh__Subject_29_F_18,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_29_F_MoSh/Subject_29_F_18_stageii.npz,4.0,0.0,1.0,317,120.0,2.6333333333333333,4
view0__BMLmovi__Subject_29_F_MoSh__Subject_29_F_19,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_29_F_MoSh/Subject_29_F_19_stageii.npz,4.0,0.0,1.0,385,120.0,3.2,5
view0__BMLmovi__Subject_29_F_MoSh__Subject_29_F_1,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_29_F_MoSh/Subject_29_F_1_stageii.npz,4.0,0.0,1.0,1109,120.0,9.233333333333333,17
view0__BMLmovi__Subject_29_F_MoSh__Subject_29_F_20,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_29_F_MoSh/Subject_29_F_20_stageii.npz,4.0,0.0,1.0,389,120.0,3.2333333333333334,5
view0__BMLmovi__Subject_29_F_MoSh__Subject_29_F_21,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_29_F_MoSh/Subject_29_F_21_stageii.npz,4.0,0.0,1.0,653,120.0,5.433333333333334,9
view0__BMLmovi__Subject_29_F_MoSh__Subject_29_F_2,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_29_F_MoSh/Subject_29_F_2_stageii.npz,4.0,0.0,1.0,333,120.0,2.7666666666666666,4
view0__BMLmovi__Subject_29_F_MoSh__Subject_29_F_3,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_29_F_MoSh/Subject_29_F_3_stageii.npz,4.0,0.0,1.0,709,120.0,5.9,10
view0__BMLmovi__Subject_29_F_MoSh__Subject_29_F_4,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_29_F_MoSh/Subject_29_F_4_stageii.npz,4.0,0.0,1.0,417,120.0,3.466666666666667,5
view0__BMLmovi__Subject_29_F_MoSh__Subject_29_F_5,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_29_F_MoSh/Subject_29_F_5_stageii.npz,4.0,0.0,1.0,921,120.0,7.666666666666667,14
view0__BMLmovi__Subject_29_F_MoSh__Subject_29_F_6,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_29_F_MoSh/Subject_29_F_6_stageii.npz,4.0,0.0,1.0,357,120.0,2.966666666666667,4
view0__BMLmovi__Subject_29_F_MoSh__Subject_29_F_7,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_29_F_MoSh/Subject_29_F_7_stageii.npz,4.0,0.0,1.0,841,120.0,7.0,13
view0__BMLmovi__Subject_29_F_MoSh__Subject_29_F_8,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_29_F_MoSh/Subject_29_F_8_stageii.npz,4.0,0.0,1.0,865,120.0,7.2,13
view0__BMLmovi__Subject_29_F_MoSh__Subject_29_F_9,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_29_F_MoSh/Subject_29_F_9_stageii.npz,4.0,0.0,1.0,253,120.0,2.1,3
view0__BMLmovi__Subject_2_F_MoSh__Subject_2_F_10,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_2_F_MoSh/Subject_2_F_10_stageii.npz,4.0,0.0,1.0,625,120.0,5.2,9
view0__BMLmovi__Subject_2_F_MoSh__Subject_2_F_11,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_2_F_MoSh/Subject_2_F_11_stageii.npz,4.0,0.0,1.0,617,120.0,5.133333333333334,9
view0__BMLmovi__Subject_2_F_MoSh__Subject_2_F_12,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_2_F_MoSh/Subject_2_F_12_stageii.npz,4.0,0.0,1.0,265,120.0,2.2,3
view0__BMLmovi__Subject_2_F_MoSh__Subject_2_F_13,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_2_F_MoSh/Subject_2_F_13_stageii.npz,4.0,0.0,1.0,301,120.0,2.5,4
view0__BMLmovi__Subject_2_F_MoSh__Subject_2_F_14,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_2_F_MoSh/Subject_2_F_14_stageii.npz,4.0,0.0,1.0,265,120.0,2.2,3
view0__BMLmovi__Subject_2_F_MoSh__Subject_2_F_15,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_2_F_MoSh/Subject_2_F_15_stageii.npz,4.0,0.0,1.0,269,120.0,2.2333333333333334,3
view0__BMLmovi__Subject_2_F_MoSh__Subject_2_F_16,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_2_F_MoSh/Subject_2_F_16_stageii.npz,4.0,0.0,1.0,277,120.0,2.3,3
view0__BMLmovi__Subject_2_F_MoSh__Subject_2_F_17,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_2_F_MoSh/Subject_2_F_17_stageii.npz,4.0,0.0,1.0,541,120.0,4.5,8
view0__BMLmovi__Subject_2_F_MoSh__Subject_2_F_18,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_2_F_MoSh/Subject_2_F_18_stageii.npz,4.0,0.0,1.0,297,120.0,2.466666666666667,3
view0__BMLmovi__Subject_2_F_MoSh__Subject_2_F_19,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_2_F_MoSh/Subject_2_F_19_stageii.npz,4.0,0.0,1.0,429,120.0,3.566666666666667,6
view0__BMLmovi__Subject_2_F_MoSh__Subject_2_F_1,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_2_F_MoSh/Subject_2_F_1_stageii.npz,4.0,0.0,1.0,249,120.0,2.066666666666667,3
view0__BMLmovi__Subject_2_F_MoSh__Subject_2_F_20,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_2_F_MoSh/Subject_2_F_20_stageii.npz,4.0,0.0,1.0,761,120.0,6.333333333333333,11
view0__BMLmovi__Subject_2_F_MoSh__Subject_2_F_21,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_2_F_MoSh/Subject_2_F_21_stageii.npz,4.0,0.0,1.0,909,120.0,7.566666666666666,14
view0__BMLmovi__Subject_2_F_MoSh__Subject_2_F_2,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_2_F_MoSh/Subject_2_F_2_stageii.npz,4.0,0.0,1.0,289,120.0,2.4,3
view0__BMLmovi__Subject_2_F_MoSh__Subject_2_F_3,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_2_F_MoSh/Subject_2_F_3_stageii.npz,4.0,0.0,1.0,309,120.0,2.566666666666667,4
view0__BMLmovi__Subject_2_F_MoSh__Subject_2_F_4,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_2_F_MoSh/Subject_2_F_4_stageii.npz,4.0,0.0,1.0,137,120.0,1.1333333333333333,1
view0__BMLmovi__Subject_2_F_MoSh__Subject_2_F_5,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_2_F_MoSh/Subject_2_F_5_stageii.npz,4.0,0.0,1.0,369,120.0,3.066666666666667,5
view0__BMLmovi__Subject_2_F_MoSh__Subject_2_F_6,view0,/bigdata/users/quansj/datasets/Doppler/wilddoppler/legacy/datasets/AMASS_SMPLX_2022/BMLmovi/Subject_2_F_MoSh/Subject_2_F_6_stageii.npz,4.0,0.0,1.0,357,120.0,2.966666666666667,4
